,accuracy,val_accuracy,loss,val_loss
0,0.17246712744235992,0.7494199275970459,1.1068649291992188,0.9838520288467407
1,0.7486465573310852,0.7494199275970459,0.9827815890312195,0.7841947674751282
2,0.7478731870651245,0.7494199275970459,0.784864068031311,1.057809591293335
3,0.7478731870651245,0.7494199275970459,1.076481580734253,0.7705973386764526
4,0.7517401576042175,0.7494199275970459,0.7617042064666748,0.6867818236351013
5,0.7486465573310852,0.7494199275970459,0.6794362664222717,0.6757476329803467
6,0.7486465573310852,0.7494199275970459,0.6633437871932983,0.6680253744125366
7,0.7486465573310852,0.7494199275970459,0.647495687007904,0.6585688591003418
8,0.7501933574676514,0.7494199275970459,0.6303880214691162,0.6488009691238403
9,0.7525135278701782,0.7494199275970459,0.611809492111206,0.6378368735313416
10,0.7556071281433105,0.7517401576042175,0.5917173624038696,0.6262807250022888
11,0.7625676989555359,0.7517401576042175,0.5701793432235718,0.6138246655464172
12,0.7726218104362488,0.7517401576042175,0.5473325848579407,0.6009313464164734
13,0.7788089513778687,0.7563804984092712,0.5233872532844543,0.5875043869018555
14,0.7834493517875671,0.7587006688117981,0.4985814094543457,0.5739270448684692
15,0.7989172339439392,0.7587006688117981,0.47325146198272705,0.5606679320335388
16,0.8074246048927307,0.7656612396240234,0.4477125406265259,0.5479977130889893
17,0.8344933986663818,0.7610208988189697,0.42388254404067993,0.5582582354545593
18,0.8120649456977844,0.79350346326828,0.4149695634841919,0.588470995426178
19,0.8886311054229736,0.7656612396240234,0.4459308683872223,0.5260655879974365
20,0.8430007696151733,0.7958236932754517,0.36707600951194763,0.510923445224762
21,0.8832173347473145,0.7795823812484741,0.3487304449081421,0.5081565976142883
22,0.8677493929862976,0.79350346326828,0.32849186658859253,0.49502843618392944
23,0.8901779055595398,0.7865429520606995,0.3142538070678711,0.518352210521698
24,0.8723897933959961,0.7865429520606995,0.30494871735572815,0.514941394329071
25,0.895591676235199,0.8004640340805054,0.319688618183136,0.4976588189601898
26,0.9056457877159119,0.8120649456977844,0.2769511938095093,0.4807325601577759
27,0.9118329286575317,0.8097447752952576,0.25823330879211426,0.47945475578308105
28,0.911059558391571,0.814385175704956,0.24150241911411285,0.47700634598731995
29,0.945862352848053,0.7981438636779785,0.22831465303897858,0.4947015047073364
30,0.8979118466377258,0.7981438636779785,0.2366652637720108,0.5182989239692688
31,0.9234338998794556,0.814385175704956,0.24744081497192383,0.47990158200263977
32,0.9520494937896729,0.8167053461074829,0.21237829327583313,0.48770296573638916
33,0.9450889229774475,0.8236659169197083,0.19354209303855896,0.4794218838214874
34,0.9412219524383545,0.781902551651001,0.1959659308195114,0.6915528178215027
35,0.8723897933959961,0.8097447752952576,0.28252729773521423,0.5122830271720886
36,0.9551430940628052,0.8190255165100098,0.24495311081409454,0.4831845164299011
37,0.957463264465332,0.8213456869125366,0.2051829695701599,0.4776117205619812
38,0.9590100646018982,0.8190255165100098,0.18634645640850067,0.47942039370536804
39,0.9590100646018982,0.8190255165100098,0.17430059611797333,0.4826849102973938
40,0.9628770351409912,0.8167053461074829,0.1639644205570221,0.486196368932724
41,0.9659706354141235,0.8120649456977844,0.15373650193214417,0.4910086691379547
42,0.9667440056800842,0.8120649456977844,0.14378757774829865,0.49831724166870117
43,0.9675173759460449,0.8120649456977844,0.135184183716774,0.5057961940765381
44,0.9713844060897827,0.814385175704956,0.12813065946102142,0.5131233334541321
45,0.9698376059532166,0.8097447752952576,0.12183652073144913,0.5193776488304138
46,0.9729311466217041,0.8120649456977844,0.11622487753629684,0.5504017472267151
47,0.9636504054069519,0.8074246048927307,0.12030011415481567,0.5660051107406616
48,0.9234338998794556,0.8097447752952576,0.16631126403808594,0.5269033908843994
