,accuracy,val_accuracy,loss,val_loss
0,0.7232375741004944,0.7258485555648804,0.956332266330719,4.316952228546143
1,0.6588337421417236,0.11488250643014908,3.822335720062256,10.297754287719727
2,0.1993037462234497,0.11488250643014908,9.493765830993652,12.686698913574219
3,0.194952130317688,0.7258485555648804,11.641566276550293,2.8366036415100098
4,0.7249782681465149,0.15926893055438995,3.0496878623962402,11.291650772094727
5,0.23063533008098602,0.11488250643014908,10.28495979309082,2.9045732021331787
6,0.1871192306280136,0.7258485555648804,2.9532876014709473,1.4519625902175903
7,0.6544821858406067,0.7258485555648804,1.434484839439392,1.5322288274765015
8,0.7249782681465149,0.7258485555648804,1.4344695806503296,0.8319326639175415
9,0.7249782681465149,0.7258485555648804,0.8355123400688171,0.8045594692230225
10,0.7249782681465149,0.7258485555648804,0.8119332790374756,0.861463189125061
11,0.7249782681465149,0.7258485555648804,0.8849467635154724,0.9514628648757935
12,0.7249782681465149,0.7258485555648804,0.9586502313613892,0.8299984335899353
13,0.7249782681465149,0.7258485555648804,0.8280121088027954,0.8455739617347717
14,0.7249782681465149,0.11488250643014908,0.8754842281341553,1.0623196363449097
15,0.19060052931308746,0.7258485555648804,1.0744071006774902,0.914489209651947
16,0.7249782681465149,0.7258485555648804,0.9233208298683167,0.7965512871742249
17,0.7249782681465149,0.7258485555648804,0.8025515079498291,0.8751279711723328
18,0.7249782681465149,0.7258485555648804,0.8736658096313477,0.7837989926338196
19,0.7249782681465149,0.7258485555648804,0.7913447022438049,0.8423693180084229
20,0.7249782681465149,0.7258485555648804,0.8487309217453003,0.7807058095932007
21,0.7249782681465149,0.7258485555648804,0.7895873785018921,0.966101884841919
22,0.7249782681465149,0.7258485555648804,0.9928661584854126,0.8390533924102783
23,0.7249782681465149,0.7258485555648804,0.8473926782608032,0.8406760692596436
24,0.7249782681465149,0.7258485555648804,0.8410409092903137,0.7828710675239563
25,0.7249782681465149,0.7258485555648804,0.7893591523170471,0.8587804436683655
26,0.7249782681465149,0.7258485555648804,0.8725261092185974,0.885740339756012
27,0.7249782681465149,0.7258485555648804,0.8916974067687988,0.824982225894928
28,0.7249782681465149,0.7258485555648804,0.8351911902427673,0.8049089312553406
29,0.7249782681465149,0.7258485555648804,0.8121142387390137,0.8515773415565491
30,0.7249782681465149,0.7258485555648804,0.8650801777839661,0.870274543762207
31,0.7249782681465149,0.11488250643014908,0.9070650935173035,1.1302568912506104
32,0.1801566630601883,0.15926893055438995,1.1609165668487549,1.1019601821899414
33,0.22976501286029816,0.11488250643014908,1.1655346155166626,1.0313305854797363
34,0.20278503000736237,0.7258485555648804,1.022670030593872,0.8838688135147095
35,0.7249782681465149,0.7258485555648804,0.8953364491462708,0.8378313183784485
36,0.7249782681465149,0.7258485555648804,0.8351454734802246,0.7786609530448914
37,0.7249782681465149,0.7258485555648804,0.782129168510437,0.8295217156410217
38,0.7249782681465149,0.7258485555648804,0.8290273547172546,0.7765217423439026
39,0.7249782681465149,0.7258485555648804,0.7777919173240662,0.7788862586021423
40,0.7249782681465149,0.7258485555648804,0.7801770567893982,0.7837004065513611
41,0.7249782681465149,0.7258485555648804,0.7870432734489441,0.8582883477210999
42,0.7249782681465149,0.7258485555648804,0.8617692589759827,0.810089647769928
43,0.7249782681465149,0.7258485555648804,0.8255196213722229,0.94515061378479
44,0.7249782681465149,0.7258485555648804,0.9743326306343079,0.8478758335113525
45,0.7249782681465149,0.7258485555648804,0.8680853843688965,0.9632851481437683
46,0.7249782681465149,0.7258485555648804,0.9602991938591003,0.8793133497238159
47,0.7249782681465149,0.7258485555648804,0.8743923902511597,0.7776541113853455
48,0.7249782681465149,0.7258485555648804,0.7802023887634277,0.796439528465271
49,0.7249782681465149,0.7258485555648804,0.8043838143348694,0.8942363262176514
50,0.7249782681465149,0.7258485555648804,0.8702334761619568,0.7937593460083008
51,0.7249782681465149,0.7258485555648804,0.7896000742912292,0.7981048822402954
52,0.7249782681465149,0.7258485555648804,0.7973480820655823,0.9159994721412659
53,0.7249782681465149,0.7258485555648804,0.9350557327270508,0.819057285785675
54,0.7249782681465149,0.7258485555648804,0.8191496729850769,0.8051201701164246
55,0.7249782681465149,0.7258485555648804,0.8015390634536743,0.829629123210907
56,0.7249782681465149,0.7258485555648804,0.8420657515525818,0.8040617108345032
57,0.7249782681465149,0.7258485555648804,0.811460018157959,0.8654855489730835
58,0.7249782681465149,0.7258485555648804,0.8897150754928589,0.912042498588562
59,0.7249782681465149,0.7258485555648804,0.9437456727027893,0.903344452381134
60,0.7249782681465149,0.15926893055438995,0.9124382734298706,1.0248175859451294
61,0.24281984567642212,0.7258485555648804,1.0198081731796265,0.8463747501373291
62,0.7249782681465149,0.7258485555648804,0.8590264320373535,0.8645963072776794
63,0.7249782681465149,0.7258485555648804,0.8684194684028625,0.9006553292274475
64,0.7249782681465149,0.7258485555648804,0.8986403346061707,0.906528890132904
65,0.7249782681465149,0.7258485555648804,0.9023430943489075,0.921545147895813
66,0.7249782681465149,0.7258485555648804,0.9029514193534851,0.8172359466552734
67,0.7249782681465149,0.7258485555648804,0.8231825232505798,0.91837477684021
68,0.7249782681465149,0.7258485555648804,0.9163439273834229,0.9415692687034607
69,0.7249782681465149,0.7258485555648804,0.92210853099823,0.8559030890464783
70,0.7249782681465149,0.7258485555648804,0.85386061668396,0.8885389566421509
71,0.7249782681465149,0.7258485555648804,0.8855323791503906,0.922335684299469
72,0.7249782681465149,0.7258485555648804,0.8989457488059998,0.7932299971580505
73,0.7249782681465149,0.7258485555648804,0.7968701124191284,0.8569780588150024
74,0.7249782681465149,0.7258485555648804,0.8627902865409851,0.9982832074165344
75,0.7249782681465149,0.7258485555648804,0.985316812992096,0.9324516654014587
76,0.7249782681465149,0.7258485555648804,0.9319931268692017,0.9624341130256653
77,0.7249782681465149,0.7258485555648804,0.9473322629928589,0.8620963096618652
78,0.7249782681465149,0.7258485555648804,0.871393620967865,0.9604045748710632
79,0.7249782681465149,0.7258485555648804,0.9463970065116882,0.8603750467300415
80,0.7249782681465149,0.7258485555648804,0.8647255897521973,0.8925102353096008
81,0.7249782681465149,0.7258485555648804,0.8878179788589478,0.8808383345603943
82,0.7249782681465149,0.7258485555648804,0.8826165199279785,0.9343728423118591
83,0.7249782681465149,0.7258485555648804,0.9320600628852844,0.9518020749092102
84,0.7249782681465149,0.7258485555648804,0.9358472228050232,0.8501676321029663
85,0.7249782681465149,0.7258485555648804,0.8604259490966797,0.9819063544273376
86,0.7249782681465149,0.7258485555648804,0.9629097580909729,1.0137741565704346
87,0.7249782681465149,0.7258485555648804,0.9731965661048889,0.7984983921051025
88,0.7249782681465149,0.7258485555648804,0.7990964651107788,0.7750224471092224
89,0.7249782681465149,0.7258485555648804,0.7808783054351807,0.8515684604644775
90,0.7249782681465149,0.7258485555648804,0.8576706647872925,0.9407232999801636
91,0.7249782681465149,0.7258485555648804,0.9330302476882935,0.9776740670204163
92,0.7249782681465149,0.7258485555648804,0.9666265845298767,0.9345295429229736
93,0.7249782681465149,0.7258485555648804,0.9148908853530884,0.7975399494171143
94,0.7249782681465149,0.7258485555648804,0.7934821844100952,0.7808423638343811
95,0.7249782681465149,0.7258485555648804,0.7821710705757141,0.7960742115974426
96,0.7249782681465149,0.7258485555648804,0.8068899512290955,1.0333592891693115
97,0.7249782681465149,0.7258485555648804,1.0002371072769165,0.90724778175354
98,0.7249782681465149,0.7258485555648804,0.9112117290496826,1.0244172811508179
99,0.7249782681465149,0.7258485555648804,0.994285523891449,0.8615701198577881
100,0.7249782681465149,0.7258485555648804,0.8501091599464417,0.8378590941429138
101,0.7249782681465149,0.7258485555648804,0.8477556109428406,1.0013211965560913
102,0.7249782681465149,0.7258485555648804,0.9668973684310913,0.8402308225631714
103,0.7249782681465149,0.7258485555648804,0.8350203633308411,0.8115321397781372
104,0.7249782681465149,0.7258485555648804,0.8225764036178589,0.8884806632995605
105,0.7249782681465149,0.15926893055438995,0.9238776564598083,0.9989722967147827
106,0.2288946956396103,0.7258485555648804,1.0091320276260376,0.8832474946975708
107,0.7249782681465149,0.7258485555648804,0.8713270425796509,0.8563158512115479
108,0.7249782681465149,0.7258485555648804,0.8522759675979614,0.9342339038848877
109,0.7249782681465149,0.7258485555648804,0.935965895652771,0.7979956269264221
110,0.7249782681465149,0.7258485555648804,0.7937475442886353,0.7853189706802368
111,0.7249782681465149,0.7258485555648804,0.7839958667755127,0.7771895527839661
112,0.7249782681465149,0.7258485555648804,0.7825637459754944,0.8360971808433533
113,0.7249782681465149,0.7258485555648804,0.828769862651825,0.7862236499786377
114,0.7249782681465149,0.7258485555648804,0.7880351543426514,0.8826528191566467
115,0.7249782681465149,0.7258485555648804,0.9037593007087708,0.8434134125709534
116,0.7249782681465149,0.7258485555648804,0.8591583967208862,0.8742285966873169
117,0.7249782681465149,0.7258485555648804,0.8706887364387512,0.7841701507568359
118,0.7249782681465149,0.7258485555648804,0.7864008545875549,0.7958201169967651
